"era-0","0.42797753","-0.1831178","0.70285624","-0.5491193","-0.018199371","0.11871584","-0.817608","-0.8872927","-0.34223476"
"era-1","0.6341352","-0.19391076","0.96185744","-0.4169635","0.045354582","0.21760467","-0.7490088","-0.9202793","-0.31072214"
"era-2","0.8350393","-0.27903733","1.2475902","-0.27183366","0.112641975","0.31852332","-0.6552044","-0.9976016","-0.27728134"
"era-3","1.0222694","-0.4708323","1.5852674","-0.11532022","0.18247278","0.41960666","-0.52214044","-1.143291","-0.2311858"
"era-4","1.1862763","-0.83422923","2.0296714","0.050659288","0.25528643","0.51738197","-0.31957367","-1.4139639","-0.15028149"
"era-5","1.3292589","-1.5044762","2.7106607","0.22693488","0.33820453","0.6077696","0.019878216","-1.9418963","0.014585223"
"era-6","1.5627667","-2.6593847","3.886361","0.42754602","0.45417148","0.6959666","0.6250756","-2.9723005","0.3670911"
"era-7","2.0915558","-4.1469817","5.5348434","0.67114437","0.59590435","0.84600127","1.4709516","-4.4709787","0.94466484"
"era-8","2.7771857","-5.452497","7.0396705","0.8913136","0.6300553","1.1400899","2.1882677","-5.7905035","1.5271999"
"era-9","3.3971894","-6.475716","8.205832","0.99489284","0.48758668","1.5241876","2.673335","-6.7336297","2.043636"
"era-10","3.9036644","-7.3189793","9.140339","0.9034479","0.13799739","1.9213022","3.0103588","-7.439455","2.5780933"
"era-11","4.2713966","-8.09387","9.94089","0.43367115","-0.65275437","2.2952855","3.32995","-7.9925113","3.345024"
"era-12","4.3863397","-9.06446","10.598741","-0.8392535","-2.9123814","3.0947704","4.0096436","-8.324785","5.353118"
"era-13","4.41533","-10.011985","11.048183","-1.861645","-5.2721233","4.872535","4.344443","-9.188254","8.026107"
"era-14","4.5079627","-10.604181","11.420851","-2.5591562","-6.551217","6.1430635","4.572785","-10.0568075","9.762043"
"era-15","4.6266055","-11.018888","11.750782","-3.0747375","-7.3684344","7.034654","4.8099384","-10.764673","10.926854"
"era-16","4.7482944","-11.353634","12.044519","-3.4793344","-7.9816885","7.7187457","5.033874","-11.359274","11.79457"
"era-17","4.867219","-11.643832","12.308882","-3.8096933","-8.484922","8.27558","5.2386036","-11.873068","12.486445"
"era-18","4.981739","-11.904659","12.549837","-4.087933","-8.918627","8.747615","5.424693","-12.326068","13.062677"
