"era-0","0.27777117","-0.20765968","0.53959596","-0.6107854","-0.04790036","0.07821441","-1.5465496","-1.2344135","-0.731457"
"era-1","0.31324515","-0.20035407","0.6156676","-0.5848649","-0.035920087","0.121133775","-1.5327618","-1.2433492","-0.72300154"
"era-2","0.34919193","-0.19539319","0.69267535","-0.5585921","-0.023952516","0.16362806","-1.5170231","-1.2547673","-0.71549135"
"era-3","0.3856217","-0.19306916","0.77083254","-0.53197974","-0.012052445","0.20573832","-1.4994127","-1.2687309","-0.70887756"
"era-4","0.4225484","-0.19370128","0.8503766","-0.50505126","-2.7864822E-4","0.24749531","-1.4798986","-1.2852728","-0.70306337"
"era-5","0.4600033","-0.19763403","0.9315776","-0.47782788","0.011310017","0.2889235","-1.4584334","-1.3044611","-0.697945"
"era-6","0.49803784","-0.20524192","1.0147473","-0.45033318","0.02265466","0.3300413","-1.434949","-1.3264047","-0.6934078"
"era-7","0.5367256","-0.21693614","1.1002449","-0.4225898","0.033696257","0.37086052","-1.4093527","-1.3512558","-0.6893298"
"era-8","0.5761689","-0.23317342","1.1884991","-0.3946249","0.044375334","0.41138455","-1.3815238","-1.3792261","-0.6855673"
"era-9","0.6164999","-0.25446585","1.2800058","-0.36646432","0.05463277","0.45161185","-1.3513057","-1.4105861","-0.68196326"
"era-10","0.6578902","-0.28139582","1.3753525","-0.33813685","0.06440947","0.4915298","-1.3184942","-1.4456929","-0.67833304"
"era-11","0.7005537","-0.31463358","1.475242","-0.30967462","0.07364789","0.5311187","-1.28283","-1.4849991","-0.67446303"
"era-12","0.74475837","-0.3549611","1.5805142","-0.28111216","0.082291566","0.5703446","-1.2439814","-1.5290838","-0.6700975"
"era-13","0.79083675","-0.40330297","1.6921768","-0.25248677","0.090287656","0.609165","-1.2015301","-1.5786676","-0.6649361"
"era-14","0.83920044","-0.46076503","1.8114597","-0.22384062","0.09758824","0.6475198","-1.1549449","-1.6346599","-0.6586113"
"era-15","0.89035636","-0.5286887","1.9398639","-0.19522029","0.10415193","0.6853329","-1.1035514","-1.6982052","-0.6506785"
"era-16","0.944929","-0.60872394","2.079229","-0.16667895","0.1099489","0.7225034","-1.0464922","-1.7707471","-0.6405835"
"era-17","1.0036896","-0.70292026","2.23185","-0.13827531","0.114964746","0.75890803","-0.982669","-1.8541213","-0.6276349"
"era-18","1.0675848","-0.81386274","2.4005878","-0.11007439","0.11920846","0.7943886","-0.9106682","-1.9506757","-0.61095494"
"era-19","1.1377678","-0.94484055","2.5890481","-0.082146674","0.12272316","0.8287501","-0.82865924","-2.063436","-0.5894176"
"era-20","1.2156454","-1.1000835","2.8017805","-0.05456274","0.12560257","0.86175215","-0.7342597","-2.1963267","-0.5615691"
"era-21","1.3029033","-1.2850704","3.04457","-0.027382066","0.12801783","0.89310235","-0.6243562","-2.3544753","-0.52551097"
"era-22","1.4015527","-1.5069209","3.3247728","-6.312374E-4","0.13025583","0.92245543","-0.49487495","-2.544622","-0.4787506"
"era-23","1.513945","-1.7748253","3.651648","0.025743067","0.13278164","0.94941974","-0.3405136","-2.775614","-0.41802067"
"era-24","1.6428672","-2.1004035","4.036679","0.05196105","0.13632934","0.9735958","-0.15449429","-3.0589347","-0.33907098"
"era-25","1.7917494","-2.4976308","4.4936113","0.07856274","0.14202458","0.99467224","0.07154024","-3.4090486","-0.2365077"
"era-26","1.9652354","-2.9815757","5.037628","0.106649525","0.15150398","1.0126419","0.34711504","-3.8429217","-0.10382423"
"era-27","2.1701143","-3.5647538","5.6827126","0.13818522","0.16689163","1.0282687","0.6813286","-4.3774066","0.066002585"
"era-28","2.4158077","-4.250316","6.435778","0.17616288","0.19027156","1.0439335","1.0791901","-5.0227575","0.27879184"
"era-29","2.7120593","-5.0242105","7.287887","0.2241578","0.2221429","1.0647745","1.5359586","-5.772448","0.5360213"
"era-30","3.0626605","-5.853199","8.208482","0.28480458","0.25898412","1.0992992","2.032938","-6.5956903","0.83171284"
"era-31","3.4598784","-6.6944737","9.151562","0.35779053","0.29180825","1.1580396","2.5407617","-7.443191","1.1529881"
"era-32","3.8863034","-7.5112367","10.072706","0.43910292","0.30791837","1.2502637","3.030232","-8.265854","1.485723"
"era-33","4.322595","-8.281835","10.942618","0.5220196","0.29469106","1.3810261","3.481641","-9.031004","1.8208386"
"era-34","4.7536216","-8.99878","11.7492075","0.59837687","0.24194856","1.5505095","3.886518","-9.7257","2.15668"
"era-35","5.1700206","-9.663454","12.492245","0.65892285","0.14158057","1.7552719","4.244412","-10.350831","2.4978573"
"era-36","5.5669026","-10.281456","13.177497","0.69289696","-0.0145642515","1.990032","4.5594234","-10.91396","2.8535094"
"era-37","5.94196","-10.860189","13.812851","0.6871115","-0.23758753","2.2493699","4.8383775","-11.424427","3.2369618"
"era-38","6.293882","-11.408154","14.406315","0.62448967","-0.5454378","2.5294106","5.090633","-11.890436","3.6676984"
"era-39","6.6209774","-11.935803","14.96511","0.48172414","-0.96892244","2.8304837","5.329648","-12.317174","4.1768017"
"era-40","6.919702","-12.457794","15.494578","0.22715297","-1.5608327","3.1638181","5.5762854","-12.704986","4.8178005"
"era-41","7.18322","-12.995933","15.996236","-0.17334342","-2.4025993","3.5706","5.859705","-13.050776","5.68138"
"era-42","7.4005585","-13.577323","16.464533","-0.7221886","-3.574256","4.153627","6.193144","-13.371419","6.885213"
"era-43","7.550269","-14.219462","16.886478","-1.351874","-5.0391254","5.028598","6.517791","-13.752037","8.466465"
"era-44","7.6166053","-14.897847","17.252699","-1.9824306","-6.571125","6.127465","6.7564545","-14.277257","10.247578"
"era-45","7.639631","-15.536846","17.573185","-2.5718114","-7.9329224","7.237154","6.9253345","-14.903817","11.958061"
"era-46","7.6667066","-16.084358","17.86485","-3.1008694","-9.0465765","8.229819","7.0740867","-15.544523","13.45482"
"era-47","7.7111263","-16.539778","18.136957","-3.5686147","-9.942395","9.085084","7.226403","-16.153734","14.725706"
"era-48","7.769885","-16.922413","18.393167","-3.9826674","-10.673255","9.8225355","7.3860526","-16.719358","15.806696"
"era-49","7.837799","-17.251406","18.635132","-4.3518023","-11.283464","10.466484","7.550419","-17.242474","16.738108"
"era-50","7.910985","-17.541107","18.864098","-4.683639","-11.80504","11.036772","7.71613","-17.727556","17.55296"
"era-51","7.986945","-17.80152","19.081131","-4.984244","-12.260322","11.54824","7.8806143","-18.179482","18.27606"
"era-52","8.06414","-18.03955","19.287203","-5.2584453","-12.664985","12.011859","8.042178","-18.602514","18.925858"
"era-53","8.141623","-18.260057","19.483303","-5.5100803","-13.03014","12.435897","8.199794","-19.000326","19.51609"
"era-54","8.218815","-18.466482","19.670282","-5.7422724","-13.363811","12.826688","8.352882","-19.375904","20.057144"
"era-55","8.295347","-18.66133","19.848969","-5.9575744","-13.671905","13.189195","8.50122","-19.73179","20.55696"
"era-56","8.370963","-18.846407","20.02005","-6.1581044","-13.958819","13.52736","8.644741","-20.070107","21.021746"
"era-57","8.445525","-19.023167","20.184225","-6.34565","-14.22791","13.8443985","8.78351","-20.392664","21.456488"
