"era-0","102.25158","0.10225158","0.6069415","0.15173538"
"era-1","102.057465","0.102057464","0.5878611","0.14696528"
"era-2","97.591934","0.09759194","0.45519114","0.113797784"
"era-3","82.14602","0.08214602","0.39342728","0.09835682"
"era-4","73.471275","0.07347128","0.37528107","0.09382027"
"era-5","69.28388","0.06928388","0.34356138","0.085890345"
"era-6","53.814156","0.053814154","0.030580167","0.0076450417"
"era-7","27.348154","0.027348153","0.0033427053","8.356763E-4"
"era-8","20.36903","0.02036903","0.0010411296","2.602824E-4"
"era-9","17.70011","0.01770011","4.928347E-4","1.2320868E-4"
"era-10","16.251884","0.016251884","2.903796E-4","7.25949E-5"
"era-11","15.320053","0.015320053","1.9464633E-4","4.8661583E-5"
"era-12","14.652766","0.014652766","1.4185747E-4","3.5464367E-5"
"era-13","14.140416","0.014140416","1.09628105E-4","2.7407026E-5"
"era-14","13.728577","0.013728577","8.848476E-5","2.212119E-5"
"era-15","13.38715","0.01338715","7.384144E-5","1.846036E-5"
"era-16","13.097755","0.013097756","6.324421E-5","1.5811052E-5"
"era-17","12.848205","0.012848205","5.5289885E-5","1.3822471E-5"
"era-18","12.629887","0.012629887","4.9133367E-5","1.2283342E-5"
"era-19","12.436255","0.012436256","4.424281E-5","1.10607025E-5"
"era-20","12.2621975","0.012262197","4.0273113E-5","1.0068278E-5"
"era-21","12.103645","0.012103645","3.6991973E-5","9.247993E-6"
"era-22","11.957334","0.011957333","3.423645E-5","8.559113E-6"
"era-23","11.820665","0.011820666","3.1890333E-5","7.972583E-6"
"era-24","11.691475","0.011691475","2.9866473E-5","7.466618E-6"
"era-25","11.568107","0.011568107","2.80995E-5","7.024875E-6"
"era-26","11.449255","0.011449255","2.6540636E-5","6.635159E-6"
"era-27","11.33406","0.01133406","2.5153113E-5","6.288278E-6"
"era-28","11.222026","0.011222026","2.3909719E-5","5.9774297E-6"
"era-29","11.112989","0.01111299","2.2790691E-5","5.697673E-6"
"era-30","11.006941","0.011006941","2.1779702E-5","5.4449256E-6"
"era-31","10.903944","0.010903944","2.086451E-5","5.2161276E-6"
"era-32","10.803871","0.010803871","2.0033409E-5","5.008352E-6"
"era-33","10.706548","0.010706548","1.927414E-5","4.818535E-6"
"era-34","10.611711","0.01061171","1.8575793E-5","4.643948E-6"
"era-35","10.519117","0.010519117","1.792673E-5","4.4816825E-6"
"era-36","10.428535","0.010428536","1.731542E-5","4.328855E-6"
"era-37","10.339878","0.0103398785","1.6732649E-5","4.183162E-6"
"era-38","10.253023","0.010253023","1.6170818E-5","4.0427044E-6"
"era-39","10.168165","0.010168165","1.5624773E-5","3.9061933E-6"
"era-40","10.085705","0.010085705","1.5094137E-5","3.7735342E-6"
"era-41","10.006512","0.010006512","1.4582034E-5","3.6455085E-6"
"era-42","9.931649","0.009931649","1.4096332E-5","3.524083E-6"
"era-43","9.861933","0.009861933","1.3645276E-5","3.411319E-6"
"era-44","9.7975645","0.009797565","1.3234199E-5","3.3085498E-6"
"era-45","9.737907","0.009737907","1.28658185E-5","3.2164546E-6"
"era-46","9.681944","0.009681944","1.2537499E-5","3.1343748E-6"
"era-47","9.628619","0.009628619","1.2246395E-5","3.0615988E-6"
"era-48","9.577154","0.009577154","1.1986805E-5","2.9967011E-6"
"era-49","9.526998","0.009526998","1.1755553E-5","2.9388882E-6"
"era-50","9.477764","0.009477764","1.1548848E-5","2.887212E-6"
