"era-0","0.5231612","-0.23077168","0.8199781","-0.5457447","-0.02065487","0.1080557","-0.46007967","-0.7482184","-0.16650888"
"era-1","0.7937078","-0.4225437","1.2434175","-0.37423533","0.06087586","0.21109438","-0.3034789","-0.8891374","-0.11235975"
"era-2","0.97512877","-0.9749296","1.8576858","-0.16693728","0.1595941","0.3204139","0.0014475994","-1.2899921","-8.494966E-5"
"era-3","1.1909916","-2.2057724","3.0770936","0.094317526","0.29952046","0.43721756","0.6708742","-2.349082","0.32558683"
"era-4","1.7841297","-3.659483","4.6934147","0.40492123","0.420509","0.67917794","1.5240271","-3.8046916","0.8761562"
"era-5","2.3867633","-4.7094107","5.887226","0.5892931","0.31946796","1.0766622","2.0466406","-4.7858176","1.3745582"
"era-6","2.8327444","-5.5140967","6.7675138","0.4832803","-0.07829495","1.4824611","2.3529294","-5.448407","1.919228"
"era-7","3.0336833","-6.357989","7.4723005","-0.42071053","-1.6002605","1.9891859","2.830744","-5.854198","3.2468686"
"era-8","3.0781822","-7.249238","7.9308863","-1.4182154","-3.9322426","3.6655343","3.1807747","-6.6036167","5.8230987"
"era-9","3.179944","-7.751159","8.281951","-2.0312994","-5.011453","4.789105","3.3897645","-7.363559","7.294106"
"era-10","3.2973118","-8.098783","8.581512","-2.460637","-5.6754704","5.5261054","3.5946295","-7.951089","8.192941"
"era-11","3.413221","-8.384302","8.842422","-2.7864015","-6.181656","6.0762467","3.776246","-8.430413","8.833864"
"era-12","3.5241668","-8.6347475","9.074732","-3.0471475","-6.6030264","6.520785","3.935203","-8.835695","9.330257"
"era-13","3.629348","-8.861083","9.285673","-3.2653592","-6.9687495","6.899048","4.075365","-9.186724","9.734342"
"era-14","3.7287655","-9.069035","9.480187","-3.454493","-7.2943106","7.232204","4.2002654","-9.496152","10.074568"
"era-15","3.8227215","-9.262188","9.661696","-3.6227725","-7.589479","7.5326395","4.312674","-9.772676","10.368234"
"era-16","3.9116907","-9.443095","9.832569","-3.7754018","-7.860957","7.8081565","4.414696","-10.022532","10.626558"
"era-17","3.996139","-9.613647","9.994541","-3.9157958","-8.113532","8.063931","4.507961","-10.25036","10.857264"
