"era-0","102.93073","0.10293073","0.61780834","0.15445209"
"era-1","103.595856","0.10359585","0.61990005","0.15497501"
"era-2","104.01121","0.10401121","0.62130743","0.15532686"
"era-3","104.23799","0.10423799","0.6221424","0.1555356"
"era-4","104.36916","0.10436916","0.6226427","0.15566067"
"era-5","104.45141","0.10445141","0.6229527","0.15573817"
"era-6","104.50645","0.10450645","0.62315047","0.15578762"
"era-7","104.545265","0.104545265","0.62327874","0.15581968"
"era-8","104.57355","0.10457355","0.62336206","0.15584052"
"era-9","104.59495","0.104594946","0.6234152","0.1558538"
"era-10","104.611435","0.104611434","0.6234471","0.15586178"
"era-11","104.62442","0.10462442","0.62346387","0.15586597"
"era-12","104.63474","0.10463474","0.62346935","0.15586734"
"era-13","104.643","0.104642995","0.6234661","0.15586652"
"era-14","104.64965","0.10464965","0.623456","0.155864"
"era-15","104.65501","0.104655005","0.62344027","0.15586007"
"era-16","104.659386","0.104659386","0.6234198","0.15585496"
"era-17","104.66293","0.10466293","0.6233952","0.1558488"
"era-18","104.665665","0.10466567","0.62336683","0.15584171"
"era-19","104.66786","0.104667865","0.6233351","0.15583378"
"era-20","104.66946","0.10466946","0.6232999","0.15582497"
"era-21","104.67041","0.10467041","0.62326133","0.15581533"
"era-22","104.67105","0.10467105","0.6232194","0.15580484"
"era-23","104.671196","0.104671195","0.62317413","0.15579353"
"era-24","104.671005","0.10467101","0.62312496","0.15578124"
"era-25","104.67037","0.104670376","0.62307197","0.15576799"
"era-26","104.669365","0.10466936","0.62301457","0.15575364"
"era-27","104.66789","0.104667895","0.62295246","0.15573812"
"era-28","104.66613","0.10466613","0.622885","0.15572125"
"era-29","104.66401","0.10466401","0.62281144","0.15570286"
"era-30","104.66124","0.10466124","0.6227312","0.1556828"
"era-31","104.65817","0.10465817","0.6226432","0.1556608"
"era-32","104.65443","0.104654424","0.62254596","0.15563649"
"era-33","104.6501","0.1046501","0.62243813","0.15560953"
"era-34","104.645065","0.104645066","0.6223177","0.15557942"
"era-35","104.63932","0.10463932","0.62218213","0.15554553"
"era-36","104.63246","0.10463246","0.6220282","0.15550704"
"era-37","104.624535","0.10462453","0.6218519","0.15546298"
"era-38","104.61526","0.104615256","0.6216476","0.1554119"
"era-39","104.60408","0.10460408","0.6214079","0.15535198"
"era-40","104.59059","0.104590595","0.6211225","0.15528062"
"era-41","104.574196","0.104574196","0.6207772","0.1551943"
"era-42","104.55386","0.10455386","0.6203516","0.1550879"
"era-43","104.52804","0.10452804","0.6198158","0.15495396"
"era-44","104.49439","0.10449439","0.619126","0.1547815"
"era-45","104.44929","0.10444929","0.6182168","0.1545542"
"era-46","104.3871","0.1043871","0.61699367","0.15424842"
"era-47","104.29831","0.10429831","0.6153357","0.15383393"
"era-48","104.16899","0.10416899","0.6131489","0.15328723"
"era-49","103.983986","0.10398398","0.6105536","0.1526384"
"era-50","103.74183","0.10374183","0.6080623","0.15201558"
"era-51","103.47445","0.103474446","0.6060516","0.1515129"
"era-52","103.21726","0.10321726","0.6042271","0.15105678"
