"era-0","103.94194","0.10394194","0.6175101","0.15437752"
"era-1","103.93988","0.10393988","0.6199832","0.1549958"
"era-2","104.20846","0.104208454","0.6214203","0.15535508"
"era-3","104.36287","0.10436287","0.6222619","0.15556547"
"era-4","104.458275","0.10445827","0.6227777","0.15569443"
"era-5","104.52107","0.10452107","0.6231088","0.1557772"
"era-6","104.56474","0.10456474","0.6233292","0.1558323"
"era-7","104.596344","0.10459635","0.62348044","0.15587011"
"era-8","104.62011","0.10462011","0.6235863","0.15589657"
"era-9","104.638374","0.104638375","0.62366164","0.15591541"
"era-10","104.652695","0.104652695","0.6237153","0.15592882"
"era-11","104.664215","0.104664214","0.62375367","0.15593842"
"era-12","104.673615","0.10467362","0.6237805","0.15594512"
"era-13","104.68134","0.10468134","0.62379885","0.15594971"
"era-14","104.68781","0.10468781","0.62381077","0.15595269"
"era-15","104.69317","0.10469317","0.62381744","0.15595436"
"era-16","104.697784","0.104697786","0.62382007","0.15595502"
"era-17","104.701645","0.104701646","0.62381953","0.15595488"
"era-18","104.70501","0.104705006","0.62381625","0.15595406"
"era-19","104.707756","0.104707755","0.6238108","0.1559527"
"era-20","104.710266","0.104710266","0.6238034","0.15595084"
"era-21","104.71232","0.104712315","0.6237943","0.15594858"
"era-22","104.71408","0.10471408","0.62378395","0.15594599"
"era-23","104.71545","0.104715444","0.62377214","0.15594304"
"era-24","104.71678","0.104716785","0.62375927","0.15593982"
"era-25","104.71791","0.10471791","0.62374544","0.15593636"
"era-26","104.71871","0.104718715","0.62373054","0.15593264"
"era-27","104.71943","0.10471943","0.6237147","0.15592867"
"era-28","104.72","0.104720004","0.6236979","0.15592447"
"era-29","104.72031","0.10472031","0.62368023","0.15592006"
"era-30","104.72052","0.10472052","0.6236617","0.15591542"
"era-31","104.7208","0.1047208","0.6236423","0.15591058"
"era-32","104.720795","0.10472079","0.62362194","0.15590549"
"era-33","104.72074","0.10472074","0.6236007","0.15590018"
"era-34","104.720535","0.10472053","0.62357855","0.15589464"
"era-35","104.72015","0.10472015","0.6235554","0.15588886"
"era-36","104.71985","0.10471985","0.62353134","0.15588284"
"era-37","104.71935","0.104719356","0.623506","0.1558765"
"era-38","104.71882","0.10471882","0.6234798","0.15586995"
"era-39","104.71806","0.10471807","0.6234522","0.15586305"
"era-40","104.71727","0.10471727","0.62342346","0.15585586"
"era-41","104.71634","0.10471634","0.62339336","0.15584834"
"era-42","104.715294","0.104715295","0.62336206","0.15584052"
"era-43","104.714226","0.10471422","0.6233289","0.15583223"
"era-44","104.71307","0.104713075","0.6232944","0.1558236"
"era-45","104.71169","0.1047117","0.62325805","0.15581451"
"era-46","104.71017","0.10471017","0.6232198","0.15580495"
"era-47","104.708725","0.10470872","0.62317973","0.15579493"
"era-48","104.706924","0.10470693","0.62313735","0.15578434"
"era-49","104.70512","0.10470512","0.6230926","0.15577315"
"era-50","104.703224","0.104703225","0.62304544","0.15576136"
"era-51","104.70097","0.104700975","0.6229954","0.15574884"
"era-52","104.698746","0.10469875","0.6229424","0.1557356"
"era-53","104.696266","0.10469627","0.62288606","0.15572152"
"era-54","104.6935","0.104693495","0.62282616","0.15570654"
"era-55","104.69065","0.10469065","0.62276226","0.15569057"
"era-56","104.68758","0.10468758","0.62269384","0.15567346"
"era-57","104.68421","0.10468421","0.62262076","0.15565519"
"era-58","104.68054","0.104680546","0.62254214","0.15563554"
"era-59","104.67657","0.10467657","0.62245774","0.15561444"
"era-60","104.67216","0.104672156","0.62236655","0.15559164"
"era-61","104.66745","0.10466745","0.6222679","0.15556698"
"era-62","104.66244","0.10466244","0.62216085","0.15554021"
"era-63","104.656746","0.10465675","0.62204427","0.15551107"
"era-64","104.650604","0.1046506","0.62191707","0.15547927"
"era-65","104.643845","0.104643844","0.6217775","0.15544437"
"era-66","104.6364","0.1046364","0.6216238","0.15540595"
"era-67","104.62808","0.10462808","0.62145394","0.15536349"
"era-68","104.618744","0.10461874","0.62126535","0.15531634"
"era-69","104.608315","0.10460831","0.6210549","0.15526372"
"era-70","104.596664","0.10459667","0.62081873","0.15520468"
"era-71","104.58345","0.10458345","0.6205522","0.15513805"
"era-72","104.5683","0.104568295","0.6202496","0.1550624"
"era-73","104.55096","0.10455096","0.61990374","0.15497594"
"era-74","104.5309","0.1045309","0.61950564","0.15487641"
"era-75","104.507416","0.10450742","0.6190441","0.15476103"
"era-76","104.479706","0.10447971","0.6185047","0.15462618"
"era-77","104.44659","0.10444659","0.6178696","0.1544674"
"era-78","104.40661","0.10440661","0.61711645","0.15427911"
"era-79","104.35795","0.10435795","0.6162182","0.15405455"
